Age,Income,Credit_Score,Employment_Status,Previous_Loan_Default,Loan_Eligibility
31,46997,603,Student,1,No
32,56848,831,Student,1,No
30,76607,519,Unemployed,0,No
22,83660,600,Employed,1,No
26,34609,671,Employed,0,Yes
19,57182,535,Unemployed,0,No
18,43467,821,Student,1,No
19,83299,773,Unemployed,1,No
21,71346,653,Employed,1,No
32,82360,789,Employed,1,No
24,87943,600,Unemployed,0,No
31,31428,634,Student,0,No
28,78613,835,Student,1,No
33,89219,802,Unemployed,1,No
18,65080,842,Employed,0,Yes
31,24155,595,Student,0,No
30,89187,740,Student,1,No
33,27924,746,Unemployed,0,No
23,43898,622,Employed,1,No
21,48628,791,Unemployed,0,No
24,84485,736,Student,1,No
34,59006,844,Unemployed,0,No
25,85303,710,Employed,1,No
18,63839,758,Unemployed,1,No
20,25881,821,Student,1,No
21,23927,718,Student,0,No
33,24694,732,Employed,0,No
35,59503,725,Employed,1,No
34,45726,505,Unemployed,1,No
34,66041,736,Unemployed,1,No
28,57322,847,Unemployed,1,No
26,36947,745,Unemployed,0,No
18,44791,560,Student,0,No
30,53597,625,Employed,0,Yes
31,84546,765,Student,1,No
26,55016,521,Employed,1,No
24,23139,602,Unemployed,0,No
32,68725,723,Unemployed,1,No
22,75486,817,Employed,0,Yes
21,67396,581,Unemployed,0,No
22,72717,695,Unemployed,0,No
18,41644,625,Student,1,No
29,54699,501,Unemployed,0,No
32,35379,680,Student,0,No
23,80674,606,Unemployed,0,No
21,39132,821,Employed,1,No
24,32244,785,Student,0,No
18,58300,565,Unemployed,0,No
35,38354,519,Employed,1,No
34,36556,528,Student,0,No
19,51131,528,Student,1,No
34,57733,729,Unemployed,1,No
32,83624,807,Student,0,No
34,39708,638,Employed,1,No
28,51025,769,Unemployed,1,No
20,40553,748,Unemployed,0,No
34,38098,723,Student,0,No
29,32906,758,Student,0,No
29,67858,831,Student,1,No
34,88937,838,Employed,0,No
28,64361,802,Unemployed,0,No
19,87279,563,Employed,1,No
28,59758,634,Employed,1,No
30,33541,845,Student,0,No
27,87174,783,Student,0,No
28,23991,761,Employed,0,No
26,57762,708,Employed,1,No
19,51106,670,Unemployed,1,No
31,67331,677,Student,0,No
29,63599,760,Employed,0,Yes
19,86556,568,Employed,0,No
32,77493,668,Student,1,No
32,85097,752,Student,1,No
23,68488,645,Employed,0,Yes
22,48419,763,Student,0,No
27,52547,747,Employed,1,No
19,22231,752,Unemployed,1,No
28,67734,807,Student,1,No
31,80534,635,Employed,0,No
31,75885,567,Unemployed,1,No
31,84039,560,Unemployed,1,No
29,48966,675,Unemployed,0,No
32,76482,728,Student,0,No
30,59469,563,Unemployed,0,No
33,39336,847,Student,1,No
29,45866,532,Student,1,No
21,46471,641,Unemployed,1,No
19,27324,673,Student,1,No
28,51543,648,Student,1,No
28,67648,722,Unemployed,0,No
31,48139,604,Student,1,No
31,74363,760,Unemployed,1,No
18,59521,797,Unemployed,0,No
34,74706,526,Student,0,No
20,82082,545,Student,1,No
33,62081,581,Unemployed,1,No
25,49237,700,Employed,1,No
19,51794,535,Employed,1,No
19,88617,794,Employed,1,No
18,31533,517,Student,1,No
35,45808,805,Unemployed,0,No
21,68421,604,Unemployed,0,No
23,73201,645,Unemployed,0,No
24,51111,611,Employed,1,No
25,85506,800,Unemployed,0,No
18,50959,778,Employed,1,No
34,42224,835,Unemployed,0,No
34,58948,645,Student,0,No
31,79350,721,Student,0,No
26,37709,504,Employed,0,No
27,87174,547,Unemployed,1,No
23,73052,722,Student,1,No
26,39516,711,Student,1,No
18,53771,737,Employed,0,Yes
23,84868,806,Student,1,No
25,77978,804,Employed,1,No
34,32179,849,Employed,1,No
32,59629,639,Employed,0,No
27,70878,769,Student,0,No
27,53717,696,Employed,0,Yes
28,52679,547,Student,1,No
31,72871,659,Employed,0,No
24,56588,505,Unemployed,1,No
18,69156,637,Employed,1,No
30,74827,841,Employed,0,Yes
21,43863,571,Employed,0,No
25,37878,636,Student,1,No
22,44345,526,Unemployed,1,No
24,50199,748,Employed,1,No
19,70699,845,Employed,0,Yes
24,87460,711,Student,1,No
34,62831,753,Employed,0,No
19,54799,668,Student,1,No
28,78897,839,Student,1,No
32,85852,697,Employed,0,No
19,66210,672,Unemployed,0,No
30,82780,833,Student,1,No
26,54598,609,Student,0,No
23,81196,518,Student,1,No
21,53470,722,Student,0,No
26,53186,590,Unemployed,0,No
27,39782,544,Employed,1,No
32,52775,733,Employed,0,No
29,37994,525,Unemployed,1,No
20,32148,792,Employed,1,No
18,64607,709,Student,0,No
25,49333,662,Employed,1,No
19,31480,820,Student,0,No
23,44353,788,Employed,1,No
31,73838,604,Unemployed,1,No
19,56588,565,Unemployed,0,No
35,32555,500,Student,0,No
34,30147,751,Unemployed,0,No
29,39805,564,Employed,0,No
34,55031,678,Student,1,No
31,67428,816,Employed,0,No
28,37393,742,Unemployed,0,No
29,76258,548,Unemployed,1,No
24,61488,757,Unemployed,0,No
27,20817,821,Student,1,No
29,36187,613,Unemployed,1,No
20,21420,804,Unemployed,0,No
21,72619,781,Employed,1,No
27,64453,602,Student,0,No
27,78590,622,Unemployed,0,No
27,52221,542,Employed,0,No
32,56962,627,Unemployed,0,No
31,75703,710,Student,1,No
19,43007,613,Unemployed,1,No
20,74240,682,Student,0,No
31,39076,628,Student,1,No
28,64351,576,Student,1,No
22,27096,845,Unemployed,1,No
33,27529,573,Student,1,No
21,21011,503,Student,1,No
35,83888,521,Student,0,No
28,80602,538,Unemployed,0,No
20,88491,546,Student,1,No
24,43622,623,Student,0,No
25,50323,508,Employed,1,No
26,89432,644,Employed,1,No
20,74867,669,Student,0,No
32,58902,596,Unemployed,0,No
34,49779,516,Unemployed,1,No
23,71897,849,Student,1,No
34,63821,821,Employed,1,No
21,23217,573,Employed,0,No
27,29020,834,Unemployed,1,No
27,86115,516,Student,0,No
19,49013,597,Student,1,No
29,52481,614,Student,0,No
25,20853,661,Student,1,No
27,45363,738,Employed,0,Yes
18,56937,561,Student,1,No
25,79092,729,Unemployed,0,No
21,80610,505,Employed,1,No
32,28059,556,Unemployed,1,No
23,49356,608,Employed,1,No
20,78861,828,Employed,1,No
30,89361,555,Student,1,No
32,69148,518,Student,0,No
33,51031,788,Unemployed,0,No
20,27498,677,Employed,1,No
20,69600,810,Employed,0,Yes
25,29651,749,Employed,0,No
30,57686,829,Student,0,No
34,53777,653,Unemployed,1,No
29,58799,681,Unemployed,1,No
24,68314,739,Unemployed,1,No
30,68322,503,Employed,1,No
30,43583,506,Student,1,No
31,39294,834,Employed,0,No
32,34504,797,Employed,0,No
31,23416,565,Employed,1,No
20,35896,787,Student,0,No
21,23458,810,Unemployed,1,No
18,28913,801,Student,0,No
35,28813,834,Student,0,No
19,45730,569,Student,1,No
23,89124,512,Student,1,No
32,84349,753,Unemployed,0,No
26,80836,568,Employed,1,No
34,36966,551,Unemployed,1,No
31,72590,656,Student,0,No
33,78929,603,Employed,1,No
29,71163,788,Employed,0,Yes
23,39568,518,Student,0,No
24,68286,705,Unemployed,1,No
27,89552,843,Employed,0,Yes
29,25883,524,Student,1,No
21,75629,739,Employed,1,No
34,74534,827,Student,0,No
29,35813,782,Unemployed,0,No
33,85095,634,Employed,1,No
27,85421,730,Employed,0,Yes
29,63659,835,Employed,1,No
24,50827,690,Student,1,No
21,43257,679,Unemployed,0,No
20,46233,531,Employed,1,No
26,75808,827,Employed,0,Yes
22,70007,751,Unemployed,0,No
31,44792,607,Student,0,No
19,47903,821,Unemployed,0,No
35,82703,785,Unemployed,0,No
28,71552,771,Unemployed,1,No
29,50427,620,Student,1,No
23,75512,587,Unemployed,0,No
26,84351,629,Student,0,No
21,44418,785,Unemployed,1,No
24,58061,688,Unemployed,1,No
25,41653,565,Unemployed,0,No
20,77736,830,Student,1,No
28,21058,625,Employed,1,No
32,68958,829,Employed,0,No
28,62684,746,Employed,1,No
33,30338,734,Student,0,No
20,36454,842,Student,0,No
27,61846,605,Student,0,No
34,30025,535,Employed,1,No
33,66100,516,Employed,0,No
32,40699,525,Employed,1,No
34,24540,596,Student,1,No
32,66181,713,Unemployed,1,No
24,46144,795,Unemployed,1,No
35,69488,735,Unemployed,1,No
28,22172,704,Employed,1,No
25,55728,636,Unemployed,0,No
20,22050,653,Unemployed,1,No
33,54136,818,Unemployed,1,No
26,39694,558,Unemployed,0,No
34,29306,758,Employed,1,No
21,48066,579,Employed,0,No
29,78759,664,Unemployed,1,No
34,30166,551,Unemployed,1,No
33,24926,596,Student,1,No
29,71854,527,Employed,0,No
31,57524,582,Student,0,No
27,63820,665,Student,1,No
23,20425,591,Unemployed,0,No
28,52854,699,Employed,0,Yes
22,52762,791,Student,0,No
33,30926,727,Unemployed,1,No
25,56201,697,Student,0,No
28,53972,741,Employed,0,Yes
19,74672,525,Unemployed,0,No
19,77867,795,Student,0,No
30,44888,672,Unemployed,0,No
26,31194,590,Unemployed,0,No
23,58150,824,Unemployed,1,No
28,72344,534,Student,0,No
28,77163,629,Employed,0,Yes
34,64010,638,Unemployed,0,No
24,45828,722,Student,1,No
18,38412,765,Student,0,No
28,76504,663,Employed,0,Yes
32,32963,841,Student,1,No
35,42339,789,Unemployed,1,No
23,59848,803,Unemployed,0,No
20,35223,829,Employed,0,Yes
27,40975,792,Employed,1,No
34,34798,648,Unemployed,1,No
18,31021,610,Employed,1,No
30,44846,797,Unemployed,1,No
23,74026,664,Unemployed,0,No
21,41271,515,Unemployed,1,No
27,25630,577,Unemployed,1,No
27,77126,816,Employed,1,No
30,67708,819,Student,0,No
35,39251,737,Unemployed,0,No
25,70539,734,Employed,1,No
21,74570,659,Student,0,No
28,45085,576,Employed,0,No
35,23334,548,Unemployed,0,No
19,87814,661,Unemployed,0,No
21,67094,706,Employed,0,Yes
25,57987,593,Employed,1,No
18,36434,575,Employed,1,No
30,42826,701,Student,0,No
25,40722,505,Unemployed,1,No
25,53179,581,Unemployed,1,No
32,25158,729,Student,1,No
18,60755,568,Employed,0,No
35,84683,827,Employed,1,No
30,81573,654,Unemployed,1,No
33,37575,538,Unemployed,1,No
28,43393,649,Employed,0,Yes
18,51601,611,Employed,0,Yes
29,29573,509,Employed,1,No
22,57179,736,Unemployed,1,No
26,43966,721,Student,1,No
20,77261,841,Employed,0,Yes
23,83621,722,Employed,0,Yes
35,61820,594,Unemployed,0,No
35,42185,761,Employed,0,No
30,45127,843,Employed,0,Yes
32,75899,764,Unemployed,1,No
19,55939,592,Employed,0,No
29,79848,833,Unemployed,0,No
34,68131,796,Unemployed,0,No
20,75886,849,Employed,0,Yes
20,45056,663,Unemployed,1,No
32,27474,677,Unemployed,1,No
18,84961,745,Student,0,No
35,58998,789,Student,1,No
24,65416,733,Student,1,No
31,36416,536,Unemployed,0,No
28,66976,537,Employed,1,No
35,56631,683,Student,0,No
23,68599,798,Student,1,No
21,45709,596,Employed,0,No
28,28823,679,Student,0,No
31,47285,837,Employed,1,No
21,33041,513,Employed,1,No
33,60451,675,Unemployed,0,No
31,50065,705,Student,0,No
28,23989,628,Unemployed,1,No
25,85093,572,Unemployed,0,No
26,37604,714,Employed,1,No
34,81095,520,Employed,0,No
23,48374,824,Employed,0,Yes
22,87627,541,Student,0,No
34,50154,680,Student,1,No
28,38222,561,Unemployed,0,No
32,61572,797,Student,0,No
33,48502,536,Unemployed,1,No
24,51274,553,Unemployed,1,No
23,51553,527,Student,1,No
26,23453,513,Unemployed,0,No
34,22452,624,Employed,1,No
27,68788,547,Employed,0,No
19,36906,534,Employed,0,No
27,29935,629,Unemployed,0,No
32,25969,568,Employed,1,No
31,28215,717,Employed,1,No
35,78407,828,Employed,0,No
23,28418,644,Employed,1,No
18,47475,840,Unemployed,0,No
26,44603,829,Student,1,No
26,47924,604,Student,1,No
22,33693,522,Student,1,No
20,25896,510,Student,1,No
18,28603,506,Employed,1,No
21,46119,562,Unemployed,1,No
29,63772,733,Employed,1,No
22,26202,741,Unemployed,0,No
25,66837,716,Employed,1,No
22,31152,750,Student,0,No
34,85118,783,Student,1,No
31,82406,724,Student,0,No
24,85549,745,Student,0,No
22,47929,810,Employed,0,Yes
35,49256,814,Student,0,No
19,56403,759,Student,0,No
19,56033,684,Unemployed,1,No
28,64771,756,Student,0,No
32,49274,643,Unemployed,0,No
33,72787,659,Employed,0,No
25,34017,678,Student,1,No
34,63444,817,Unemployed,0,No
35,62636,622,Employed,1,No
22,24321,685,Student,1,No
24,50872,798,Unemployed,1,No
20,61444,628,Unemployed,1,No
25,87706,660,Student,1,No
18,38385,527,Employed,1,No
20,66545,600,Student,1,No
23,27231,677,Student,1,No
28,48710,844,Student,1,No
27,24720,730,Employed,1,No
32,81339,757,Employed,0,No
22,33874,516,Employed,0,No
32,38328,847,Employed,0,No
26,22839,816,Student,1,No
20,36357,588,Student,1,No
21,78142,687,Employed,1,No
35,22047,643,Unemployed,0,No
27,76036,709,Student,0,No
34,74845,631,Student,0,No
31,36525,649,Student,1,No
19,53916,788,Employed,1,No
33,30769,558,Unemployed,0,No
34,80710,738,Unemployed,0,No
25,40582,667,Student,0,No
27,58503,614,Unemployed,1,No
25,37642,657,Student,1,No
34,83292,836,Student,0,No
24,27477,633,Unemployed,0,No
32,77974,819,Employed,0,No
26,72945,793,Unemployed,1,No
32,22927,644,Employed,0,No
21,45119,530,Unemployed,1,No
27,52120,569,Unemployed,0,No
26,66828,694,Student,0,No
34,36344,585,Student,1,No
20,82210,529,Unemployed,0,No
26,51723,735,Student,0,No
22,66412,695,Employed,1,No
27,23713,669,Unemployed,1,No
22,61314,546,Employed,0,No
24,36183,537,Student,1,No
21,28711,558,Employed,0,No
22,23639,694,Unemployed,1,No
21,52485,705,Employed,0,Yes
19,24331,684,Unemployed,0,No
20,60539,635,Unemployed,1,No
32,52026,687,Unemployed,1,No
22,61413,717,Unemployed,0,No
31,34243,850,Student,1,No
26,38568,711,Employed,0,Yes
35,56072,668,Student,0,No
32,61514,774,Unemployed,1,No
34,36679,828,Employed,1,No
19,89973,554,Student,1,No
19,43982,598,Unemployed,0,No
29,68554,803,Unemployed,1,No
34,27335,605,Employed,1,No
23,86582,765,Unemployed,1,No
18,84990,661,Unemployed,1,No
34,31538,799,Employed,1,No
24,67279,632,Student,0,No
29,43702,643,Employed,1,No
33,84049,747,Student,1,No
26,71186,635,Employed,0,Yes
19,60123,718,Student,0,No
19,76984,504,Student,0,No
30,59013,779,Student,0,No
32,67730,686,Unemployed,1,No
32,49867,787,Student,1,No
30,22712,798,Unemployed,0,No
21,22901,630,Unemployed,1,No
23,67246,629,Student,0,No
31,25704,547,Student,0,No
25,38525,823,Employed,1,No
32,24073,725,Employed,0,No
30,37835,684,Employed,0,Yes
33,58882,603,Unemployed,1,No
19,48522,567,Student,0,No
25,58947,626,Employed,1,No
26,40257,735,Employed,1,No
22,51823,718,Unemployed,1,No
26,74282,634,Student,1,No
29,66404,733,Employed,0,Yes
23,78802,598,Employed,0,No
33,57735,848,Employed,0,No
32,33955,770,Unemployed,0,No
22,56681,512,Unemployed,0,No
24,71660,840,Unemployed,1,No
30,33416,736,Student,1,No
18,56277,520,Student,1,No
28,68048,550,Unemployed,0,No
35,69515,618,Employed,0,No
21,22085,679,Unemployed,0,No
22,89716,808,Unemployed,0,No
33,58266,847,Employed,1,No
29,42243,769,Employed,0,Yes
32,75050,751,Student,1,No
23,47037,819,Unemployed,1,No
26,48445,617,Employed,1,No
24,37457,725,Employed,0,Yes
31,44524,540,Student,0,No
19,21562,570,Student,0,No
33,77805,584,Unemployed,1,No
24,52949,767,Student,1,No
28,48387,754,Unemployed,1,No
29,82443,627,Unemployed,0,No
29,43791,502,Employed,0,No
20,79398,613,Unemployed,1,No
19,82430,818,Unemployed,0,No
32,78889,616,Unemployed,0,No
33,45266,640,Unemployed,1,No
34,64549,526,Unemployed,1,No
29,23512,769,Unemployed,1,No
35,22429,500,Employed,0,No
33,39758,588,Unemployed,1,No
20,40528,562,Employed,1,No
29,43591,625,Employed,1,No
31,24954,567,Unemployed,0,No
20,62972,817,Employed,1,No
29,35071,735,Student,1,No
18,45913,585,Unemployed,0,No
35,88914,775,Unemployed,1,No
18,57094,534,Student,1,No
18,42190,643,Unemployed,0,No
18,26170,727,Employed,1,No
33,65816,764,Employed,1,No
28,64652,849,Employed,1,No
18,64404,794,Unemployed,1,No
28,25648,651,Employed,1,No
23,52519,700,Student,1,No
30,36768,728,Unemployed,1,No
28,33681,776,Unemployed,1,No
22,25159,657,Unemployed,1,No
28,26027,849,Employed,1,No
30,39167,554,Student,1,No
26,45346,651,Employed,0,Yes
27,33974,717,Employed,1,No
32,53608,517,Student,1,No
34,67173,772,Student,1,No
26,29879,544,Unemployed,1,No
31,79995,828,Unemployed,1,No
27,32012,758,Student,0,No
32,61553,610,Student,1,No
19,29500,581,Student,0,No
21,76513,636,Student,0,No
26,52354,724,Employed,0,Yes
26,77723,501,Student,0,No
33,46333,699,Student,0,No
34,78596,691,Student,0,No
31,38292,525,Unemployed,0,No
33,47307,675,Student,0,No
22,67737,699,Student,0,No
20,40224,627,Unemployed,0,No
35,64749,734,Employed,1,No
21,68157,619,Unemployed,1,No
23,64619,698,Student,0,No
18,20110,670,Student,0,No
31,26052,605,Unemployed,0,No
26,29591,625,Employed,1,No
28,44778,564,Employed,1,No
31,54991,815,Employed,1,No
32,23619,755,Unemployed,1,No
19,23262,755,Student,1,No
21,56437,622,Unemployed,1,No
19,26669,642,Employed,0,No
33,60484,645,Unemployed,1,No
35,77367,542,Employed,1,No
25,86025,734,Student,0,No
20,66895,744,Employed,1,No
27,20814,666,Student,1,No
34,77295,719,Unemployed,0,No
27,85466,657,Unemployed,1,No
23,84098,759,Student,0,No
20,52858,555,Employed,1,No
23,74822,606,Employed,1,No
23,30768,824,Unemployed,0,No
24,48678,795,Employed,0,Yes
21,61162,788,Unemployed,0,No
32,36111,608,Unemployed,0,No
27,55796,761,Student,1,No
31,79425,747,Unemployed,1,No
26,34478,737,Employed,1,No
30,20926,651,Student,1,No
35,50234,795,Unemployed,0,No
30,60647,689,Student,1,No
33,78998,704,Student,1,No
31,70445,705,Student,1,No
30,26143,787,Student,0,No
18,85553,843,Employed,1,No
22,77119,659,Student,1,No
23,29254,751,Student,0,No
27,88079,753,Employed,0,Yes
35,85703,749,Unemployed,1,No
29,59201,641,Unemployed,0,No
18,76508,539,Employed,1,No
19,74284,810,Unemployed,1,No
25,88968,721,Employed,1,No
19,28087,694,Student,0,No
27,74379,721,Unemployed,0,No
25,41263,544,Student,0,No
19,45425,545,Employed,0,No
25,51695,510,Unemployed,0,No
21,86625,634,Employed,0,Yes
30,66352,628,Employed,1,No
28,88559,755,Student,1,No
22,57951,682,Unemployed,1,No
21,65036,538,Student,0,No
31,79960,629,Student,1,No
34,47672,662,Unemployed,1,No
35,46177,832,Employed,1,No
20,51658,668,Student,1,No
31,76626,626,Employed,0,No
35,66583,775,Student,1,No
20,80814,834,Employed,0,Yes
28,70734,523,Employed,0,No
21,76644,566,Student,1,No
27,81672,715,Employed,0,Yes
24,71555,850,Employed,1,No
22,76572,768,Student,0,No
33,79975,597,Student,1,No
19,31856,502,Unemployed,1,No
20,27618,847,Employed,1,No
22,21183,596,Employed,1,No
23,33219,565,Unemployed,1,No
20,25434,824,Student,1,No
30,42481,656,Employed,1,No
31,43969,577,Unemployed,0,No
30,64116,717,Student,0,No
25,47805,847,Student,0,No
34,40402,647,Unemployed,0,No
30,36806,665,Unemployed,0,No
26,21899,620,Unemployed,1,No
28,61073,804,Employed,1,No
20,55868,581,Unemployed,0,No
27,89365,652,Unemployed,1,No
19,83944,643,Student,0,No
24,52342,594,Employed,0,No
32,23203,571,Student,1,No
18,59620,603,Unemployed,0,No
18,81349,747,Unemployed,0,No
25,63063,623,Unemployed,1,No
33,48916,750,Student,1,No
28,53718,725,Student,0,No
32,36682,727,Student,1,No
25,64243,664,Student,0,No
27,81361,549,Unemployed,1,No
31,76097,554,Student,0,No
24,36716,810,Student,0,No
32,26685,571,Unemployed,1,No
19,32874,606,Student,0,No
25,26624,723,Unemployed,1,No
35,63327,758,Unemployed,1,No
32,82017,596,Unemployed,0,No
22,25688,613,Student,0,No
21,39403,726,Student,0,No
29,61295,736,Employed,0,Yes
27,43692,543,Employed,0,No
31,44506,590,Unemployed,1,No
28,31644,523,Unemployed,1,No
26,44849,701,Student,0,No
30,55002,648,Student,0,No
23,74840,801,Unemployed,1,No
22,40487,503,Employed,0,No
32,39693,584,Student,1,No
34,51323,663,Unemployed,1,No
34,26154,821,Employed,1,No
35,61891,842,Student,0,No
19,48612,596,Employed,1,No
24,25176,507,Unemployed,0,No
19,75442,608,Employed,0,Yes
28,87433,717,Employed,1,No
32,63346,645,Student,1,No
35,74157,561,Student,0,No
35,60509,736,Employed,0,No
25,57918,640,Student,0,No
25,44092,646,Student,1,No
31,89253,645,Unemployed,1,No
27,73846,602,Student,0,No
32,60974,753,Unemployed,1,No
20,87459,687,Unemployed,1,No
30,70673,683,Employed,1,No
31,62887,710,Unemployed,0,No
25,48695,729,Employed,1,No
22,43899,791,Student,1,No
34,53592,826,Unemployed,0,No
18,40939,594,Unemployed,1,No
20,54808,673,Student,1,No
29,45947,732,Employed,0,Yes
25,83527,703,Student,0,No
26,29186,645,Unemployed,1,No
27,48049,529,Unemployed,1,No
19,30155,612,Student,0,No
23,38709,562,Unemployed,0,No
29,39477,659,Employed,0,Yes
22,41783,810,Employed,1,No
19,31396,844,Employed,1,No
30,37443,785,Student,0,No
32,76690,846,Employed,1,No
24,27134,779,Student,0,No
27,85382,706,Student,0,No
19,77449,758,Unemployed,1,No
27,72329,720,Student,1,No
27,49095,720,Employed,0,Yes
27,47572,765,Student,0,No
29,22149,771,Student,1,No
23,63803,824,Student,0,No
33,44164,693,Student,0,No
24,38710,667,Student,0,No
33,52118,823,Student,1,No
35,41711,742,Unemployed,1,No
32,43178,598,Employed,0,No
26,52952,720,Student,1,No
21,26025,680,Unemployed,1,No
30,31394,779,Unemployed,1,No
34,71885,586,Employed,1,No
34,88390,741,Employed,0,No
26,52844,809,Student,0,No
25,67215,542,Employed,1,No
28,74668,544,Unemployed,1,No
26,26166,787,Employed,0,No
25,33303,778,Unemployed,0,No
21,71778,796,Employed,0,Yes
26,81461,715,Employed,0,Yes
22,46671,752,Student,0,No
35,20309,546,Employed,0,No
23,23644,539,Student,0,No
21,85689,687,Unemployed,0,No
18,40091,623,Employed,0,Yes
29,39910,610,Unemployed,0,No
25,71770,826,Employed,0,Yes
20,58153,502,Employed,0,No
20,42015,748,Unemployed,0,No
25,36016,781,Employed,1,No
33,44549,517,Unemployed,0,No
29,22381,625,Unemployed,1,No
33,61969,704,Employed,0,No
18,20747,553,Employed,0,No
32,69311,675,Unemployed,0,No
27,60489,771,Unemployed,1,No
24,86887,746,Unemployed,1,No
20,60975,645,Employed,1,No
27,77063,816,Unemployed,0,No
32,27678,782,Student,0,No
22,83259,572,Employed,0,No
19,53359,527,Unemployed,0,No
34,21267,779,Employed,0,No
27,34946,591,Unemployed,0,No
21,69864,841,Employed,0,Yes
18,69107,807,Employed,0,Yes
23,54773,538,Employed,0,No
22,65914,595,Employed,1,No
30,40994,684,Unemployed,0,No
23,31568,612,Unemployed,0,No
31,81252,788,Student,1,No
23,89354,610,Unemployed,1,No
33,23482,551,Employed,0,No
30,78449,758,Unemployed,0,No
31,81378,774,Student,0,No
18,43529,663,Unemployed,1,No
24,86479,703,Student,0,No
31,77989,619,Unemployed,0,No
23,25347,814,Employed,1,No
20,83350,673,Unemployed,0,No
27,21563,684,Unemployed,0,No
34,56832,538,Unemployed,1,No
18,78636,665,Student,0,No
34,54007,756,Student,0,No
35,58169,711,Student,1,No
19,50498,754,Employed,1,No
31,79255,812,Student,0,No
18,49782,512,Employed,1,No
30,55730,837,Student,0,No
28,86838,618,Student,1,No
18,31037,754,Unemployed,1,No
23,79580,828,Employed,1,No
25,38028,780,Unemployed,0,No
21,50966,566,Unemployed,1,No
21,31795,580,Unemployed,0,No
26,23629,718,Unemployed,1,No
35,24067,537,Employed,0,No
29,23862,591,Student,0,No
30,61261,532,Unemployed,1,No
26,82209,539,Employed,0,No
32,26425,842,Student,1,No
35,66090,725,Employed,1,No
34,73154,599,Employed,0,No
23,53373,528,Student,0,No
27,59028,778,Employed,0,Yes
25,88316,561,Employed,0,No
21,33080,640,Student,1,No
33,72706,737,Student,1,No
20,64345,566,Student,1,No
18,32639,747,Unemployed,0,No
21,78962,716,Student,1,No
20,83330,738,Unemployed,0,No
22,46953,784,Unemployed,1,No
29,50146,656,Student,0,No
32,80351,836,Unemployed,1,No
24,39499,530,Employed,1,No
23,89745,637,Employed,1,No
25,67285,757,Student,0,No
32,42465,817,Employed,0,No
24,64492,741,Employed,0,Yes
23,53414,515,Employed,0,No
34,72544,840,Student,0,No
34,60414,696,Student,1,No
26,37736,846,Student,0,No
35,50476,663,Employed,1,No
29,37153,622,Employed,0,Yes
35,74566,838,Student,1,No
23,40384,742,Unemployed,1,No
25,50759,659,Unemployed,1,No
23,27408,553,Student,1,No
24,52223,638,Unemployed,0,No
26,37457,547,Student,1,No
24,53479,675,Unemployed,1,No
24,72579,587,Employed,1,No
23,48462,599,Student,1,No
19,57134,641,Student,1,No
29,35360,834,Student,0,No
26,58075,575,Unemployed,0,No
21,81235,673,Student,1,No
27,63574,744,Employed,1,No
23,30623,823,Employed,1,No
23,59355,693,Unemployed,0,No
29,29777,582,Employed,0,No
21,73460,639,Student,0,No
26,70776,647,Unemployed,1,No
23,53185,725,Employed,0,Yes
28,48102,833,Employed,1,No
29,35499,684,Unemployed,0,No
19,80911,661,Unemployed,1,No
29,29868,770,Unemployed,1,No
33,43255,620,Unemployed,1,No
32,42480,633,Student,0,No
20,23370,757,Unemployed,0,No
26,73018,653,Unemployed,1,No
35,70322,586,Student,0,No
19,29307,637,Employed,1,No
18,75807,715,Employed,1,No
21,23471,693,Employed,1,No
25,78441,658,Employed,0,Yes
22,28370,765,Student,0,No
30,64324,504,Student,0,No
26,77379,542,Student,0,No
21,34087,584,Student,0,No
22,45036,541,Student,0,No
18,53334,526,Unemployed,1,No
23,74476,761,Unemployed,0,No
21,42629,530,Employed,1,No
20,54638,815,Employed,1,No
22,68749,518,Student,1,No
30,79330,758,Student,0,No
19,28081,831,Unemployed,1,No
20,56472,638,Unemployed,1,No
30,21814,828,Student,0,No
33,42227,626,Employed,1,No
20,66394,796,Student,0,No
34,62212,806,Employed,1,No
32,62423,837,Student,1,No
24,84196,811,Employed,0,Yes
25,23763,674,Student,1,No
33,81502,837,Employed,0,No
30,78140,722,Unemployed,1,No
27,33068,520,Student,0,No
26,33549,662,Unemployed,1,No
25,27297,621,Student,1,No
18,37480,771,Student,1,No
30,75775,507,Employed,1,No
24,66822,657,Employed,1,No
30,22240,748,Student,0,No
23,31412,529,Unemployed,1,No
22,71042,584,Employed,0,No
30,60737,835,Student,0,No
34,23059,566,Student,1,No
27,27980,756,Student,0,No
28,73120,691,Unemployed,1,No
23,56230,828,Unemployed,1,No
32,63365,519,Student,1,No
29,62302,734,Unemployed,1,No
26,66218,579,Student,0,No
23,42352,669,Employed,1,No
31,80026,803,Employed,0,No
20,84457,666,Unemployed,0,No
33,42958,818,Student,1,No
28,41247,607,Employed,1,No
33,53396,847,Employed,0,No
22,27893,614,Employed,1,No
26,24986,724,Unemployed,0,No
35,54370,545,Student,0,No
22,57076,573,Student,1,No
33,61964,613,Employed,1,No
20,46439,845,Employed,1,No
30,52460,670,Unemployed,1,No
31,29217,659,Unemployed,1,No
23,22852,638,Unemployed,1,No
22,22938,703,Unemployed,0,No
26,73427,539,Unemployed,1,No
34,85015,596,Student,0,No
34,43535,833,Student,1,No
24,48640,759,Unemployed,1,No
21,28645,746,Unemployed,1,No
